authors,citations
Diego Calvanese;Giuseppe De Giacomo;Maurizio Lenzerini,18
Diego Calvanese;Giuseppe De Giacomo;Maurizio Lenzerini,115
Diego Calvanese;Giuseppe De Giacomo;Maurizio Lenzerini,47
Diego Calvanese;Giuseppe De Giacomo;Maurizio Lenzerini,11
David Harel,127
Ian Horrocks,107
Ian Horrocks,7
Ian Horrocks,163
Ian Horrocks;Ulrike Sattler,224
Deborah L. McGuinness,16
Deborah L. McGuinness,39
Deborah L. McGuinness,1
Deborah L. McGuinness,4
Ming Li,0
Thomas A. Henzinger,3
Haixun Wang;Carlo Zaniolo,7
Haixun Wang;Carlo Zaniolo,12
Haixun Wang;Carlo Zaniolo,11
Padhraic Smyth,16
Gio Wiederhold,12
Sabrina De Capitani di Vimercati;Pierangela Samarati;Sushil Jajodia,47
Douglas C. Schmidt,1
Serge Abiteboul,154
Elisa Bertino;Sushil Jajodia,23
Diego Calvanese;Giuseppe De Giacomo;Maurizio Lenzerini,92
Surajit Chaudhuri;Umeshwar Dayal,89
Yehoshua Sagiv,10
Jeffrey D. Ullman,79
Limsoon Wong,9
Carlo Zaniolo,44
Carlo Zaniolo,57
Carlo Zaniolo,5
Ramesh Jain,8
Thomas S. Huang;Sharad Mehrotra;Kannan Ramchandran,177
Gul Agha,4
Rakesh Agrawal;H. V. Jagadish,68
Ming-Syan Chen;Philip S. Yu,16
Kai Li;Jeffrey F. Naughton,39
Jiawei Han,163
John Mylopoulos,14
Michael Stonebraker,0
Gio Wiederhold,54
Carlo Zaniolo,13
Jan M. Rabaey,1
Kishor S. Trivedi,38
Kishor S. Trivedi,3
Farnam Jahanian,1
Douglas C. Schmidt,0
Steve Benford,0
John McCarthy,6
Philipp Koehn;Kevin Knight,146
Gerard Salton,3
Yorick Wilks,12
Wolfgang Banzhaf,19
Craig Boutilier,2
Diego Calvanese,55
Adnan Darwiche,113
Didier Dubois;Henri Prade,6
Bing Liu,5
Giuseppe De Giacomo;Maurizio Lenzerini,69
Bing Liu,45
Georg Gottlob,27
Geoffrey E. Hinton,12
Ian Horrocks;Ulrike Sattler,75
Pattie Maes,32
Judea Pearl,5
Judea Pearl,52
Alex Pentland,9
Ulrike Sattler,47
Bart Selman,4
Steffen Staab,16
Toby Walsh,124
Toby Walsh,26
Yorick Wilks,5
Michael Wooldridge,41
Michael Wooldridge,11
Pascal Van Hentenryck,0
Michael Wooldridge,77
Marco Dorigo,36
Wolfgang Banzhaf,53
Nir Friedman,16
Serge Belongie;Jitendra Malik,18
Michael J. Black,97
Michael J. Black,74
Andrew Blake;Roberto Cipolla,39
Roberto Cipolla;Andrew Blake,174
W. Eric L. Grimson,97
Ron Kimmel,456
Jitendra Malik,21
Alex Pentland,6
Alex Pentland,4
Pietro Perona,174
Jean Ponce;Martial Hebert;Andrew Zisserman,29
Cordelia Schmid;Andrew Zisserman,52
Amnon Shashua,194
Richard Szeliski,94
Haim J. Wolfson,149
Zhengyou Zhang,230
Yorick Wilks,5
Jun Wang,18
W. Bruce Croft,1
Rakesh Agrawal,4
Soumen Chakrabarti,36
Pedro Domingos,2
Pedro Domingos,4
Marco Dorigo,21
Christos Faloutsos,4
Thomas Hofmann,36
Thorsten Joachims,5345
Erkki Oja,0
Heikki Mannila,4
Dan Roth,9
Padhraic Smyth,0
Wei Wang;Zhi-Hua Zhou,69
Craig Chambers,333
Craig Chambers,198
Won Kim,24
Matthias Felleisen,4
Rachid Guerraoui,23
Thomas A. Henzinger,3
Mary Beth Rosson;John M. Carroll,40
Serge Abiteboul,0
Luca Cardelli,2
Luca Cardelli,271
Marlon Dumas,0
Oscar Nierstrasz,86
Oscar Nierstrasz,7
Giuseppe De Giacomo;Moshe Y. Vardi,83
Paul Dourish,145
Paul Dourish,98
Carl Gutwin,41
Steve Whittaker,9
Didier Dubois;Henri Prade,35
Karl Aberer,2
Rakesh Agrawal;Dimitrios Gunopulos;Frank Leymann,646
Jiawei Han,8
Elisa Bertino,32
Luca Cardelli,79
Elisa Bertino,288
Jan Chomicki,158
Ian Horrocks,201
Christos Faloutsos;H. V. Jagadish,43
David Maier,1
David Maier,0
Raymond Reiter,57
Gerhard Weikum,2
Gio Wiederhold,2
Carlo Zaniolo,20
Donald Kossmann,5
Josep Domingo-Ferrer,2
Carlo Zaniolo,69
Carlo Zaniolo,58
H. V. Jagadish,17
Pierre Wolper,79
Rajiv Gupta,7
Norman I. Badler,13
Nadia Magnenat-Thalmann;Daniel Thalmann,1
David Garlan,1
Pedro Domingos,2
Dieter Fensel,63
Dale Miller,564
Dale Miller,136
Josef Kittler,6
Pascal Van Hentenryck,2
David Harel,3
Patrice Godefroid,10
Amir Pnueli,9
Douglas C. Schmidt,7
Douglas C. Schmidt,7
Joseph Sifakis,51
John A. Stankovic,48
Niklaus Wirth,9
Lothar Thiele,15
Gonzalo Navarro,0
Hector Garcia-Molina,1
Hanan Samet,2
Michael Luck,1
Zbigniew Michalewicz,357
Boualem Benatallah,22
Elisa Bertino,3
Michael J. Carey,3
Hector Garcia-Molina,12
Maurizio Lenzerini,8
Heikki Mannila,0
Rudi Studer,7
Roberto Tamassia,25
Gio Wiederhold,38
Serge Abiteboul,10
Erol Gelenbe,0
Neil D. Jones,57
Donald E. Knuth,20
Robin Milner,1
Niklaus Wirth,7
Noga Alon;Zvi Galil;Moti Yung,38
Bernard Chazelle,6
Bernard Chazelle,7
Kurt Mehlhorn,1
Roberto Tamassia,45
Mikkel Thorup,0
Micha Sharir,0
Mikkel Thorup,3
Thomas Ball,186
David Harel,0
Jeff Kramer,10
Matthias Felleisen,122
Cormac Flanagan,14
Robin Milner,48
Luc Moreau,16
Jens Palsberg,64
Thomas W. Reps,38
Philip Wadler,817
Gene Tsudik,1
Sabrina De Capitani di Vimercati;Pierangela Samarati,17
Michael Waidner,63
Klara Nahrstedt,0
Frank van Harmelen,0
Michel Raynal,29
Erol Gelenbe,176
Robert E. Schapire,117
Manfred K. Warmuth,2
Yoav Freund;Yishay Mansour,22
Yoav Freund;Robert E. Schapire,7432
Richard S. Sutton,44
Eli Biham,22
Eli Biham,106
Eli Biham,116
Eli Biham;Adi Shamir,109
Mihir Bellare;Markus Jakobsson;Moti Yung,51
Jan Camenisch,308
Ran Canetti;Hugo Krawczyk,707
Ran Canetti;Hugo Krawczyk,268
Ivan Damgård,211
Ivan Damgård,301
Ivan Damgård,31
Ivan Damgård,96
Josep Domingo-Ferrer,8
Josep Domingo-Ferrer,2
Rosario Gennaro;Silvio Micali,60
Oded Goldreich,4
Markus Jakobsson,48
Markus Jakobsson,83
Markus Jakobsson,188
Hugo Krawczyk,103
Markus Jakobsson;Moti Yung,56
Moni Naor;Adi Shamir,1256
Paul C. van Oorschot,20
Birgit Pfitzmann,117
Birgit Pfitzmann;Michael Waidner,64
Birgit Pfitzmann;Michael Waidner,197
Bart Preneel;Paul C. van Oorschot,115
Adi Shamir,21
Ronald L. Rivest,35
Adi Shamir,11
Ronald L. Rivest;Adi Shamir,61
Victor Shoup,569
Victor Shoup,148
Victor Shoup,94
Victor Shoup,38
Victor Shoup,667
Victor Shoup;Rosario Gennaro,167
Jacques Stern,31
Jacques Stern,23
Richard Taylor,26
Michael Waidner,106
Shafi Goldwasser,5
Mani B. Srivastava;Miodrag Potkonjak,24
Riccardo Poli,48
Riccardo Poli,62
Riccardo Poli,113
Riccardo Poli,19
Schahram Dustdar,0
Franco Zambonelli,4
Jack Dongarra,1
Dennis Gannon,2
Pradeep K. Khosla,0
Luc Moreau,9
Michel Raynal,1
Michel Raynal,5
Sartaj Sahni,24
Uzi Vishkin,6
Josep Domingo-Ferrer,1
Zbigniew Michalewicz,18
Barry Smyth,2
Peter Brusilovsky,22
Karl Aberer,0
Samuel Madden,1
Roger Wattenhofer,2
Frank Leymann,3
Heikki Mannila,0
Michael Wooldridge,30
Serge Abiteboul,4
Carlo Ghezzi,3
David Harel,127
Lawrence C. Paulson,13
Bart Preneel,2
Jim Gray,16
Markus Jakobsson,84
Markus Jakobsson,2
Markus Jakobsson;Ari Juels,15
Markus Jakobsson;Moti Yung,27
Markus Jakobsson;Moti Yung,14
Ari Juels,30
Hugo Krawczyk,12
Moti Yung,1
Moti Yung,8
Ronald L. Rivest,43
Ronald L. Rivest,10
Ronald L. Rivest,107
Ronald L. Rivest,240
Adi Shamir,32
Ross Anderson,12
Jacques Stern,2
Bernard Chazelle,82
David Harel,169
Dexter Kozen,30
Christos H. Papadimitriou,0
Robin Milner,15
Frank Leymann,3
Boi Faltings,1
Robin Milner,6
David Poole,118
David Poole,90
Raymond Reiter,49
Justine Cassell,0
Seong-Whan Lee,35
Dexter Kozen,2
Alan Borning,187
Kathleen McKeown,2
Gerhard Weikum,13
Barry Smyth,0
Sebastian Thrun,0
Luca Cardelli,56
David Garlan;David Notkin,160
Thomas A. Henzinger;Joseph Sifakis,150
Joseph Sifakis,3
Kurt Keutzer,13
Thomas Ball,84
Oscar Nierstrasz,5
Luca Cardelli,1
Alfred V. Aho;Jeffrey D. Ullman,8
Alfred V. Aho;Jeffrey D. Ullman,20
Alfred V. Aho;Jeffrey D. Ullman,7
Noga Alon,88
Noga Alon,134
Alfred V. Aho;Jeffrey D. Ullman;Mihalis Yannakakis,38
Alfred V. Aho,454
Rajeev Alur;Thomas A. Henzinger,594
Rajeev Alur;Thomas A. Henzinger,78
Baruch Awerbuch;David Peleg,93
Mihir Bellare;Ran Canetti;Hugo Krawczyk,172
Mihir Bellare;Oded Goldreich;Shafi Goldwasser,89
Mihir Bellare;Oded Goldreich;Madhu Sudan,396
Mihir Bellare;Russell Impagliazzo;Moni Naor,104
Avrim Blum,1
Manuel Blum,164
Avrim Blum,36
Manuel Blum;Dexter Kozen,167
Manuel Blum;Silvio Micali,1314
Bernard Chazelle,323
Bernard Chazelle,79
Bernard Chazelle,11
Bernard Chazelle,705
Bernard Chazelle,14
Bernard Chazelle,14
Bernard Chazelle,38
Ran Canetti,1271
Ran Canetti;Oded Goldreich,28
Bernard Chazelle,1
Bernard Chazelle,231
Danny Dolev,63
Cynthia Dwork;Moni Naor,105
David Eppstein,50
David Eppstein,763
David Eppstein,27
Uriel Feige,56
Uriel Feige;Joe Kilian,18
Amos Fiat;Adi Shamir,18
Zvi Galil,18
Zvi Galil,31
Oded Goldreich;Madhu Sudan,59
Georg Gottlob,51
Leonidas J. Guibas,4
David Haussler,63
Joseph Y. Halpern,7
Russell Impagliazzo,187
Russell Impagliazzo;Moni Naor,212
Russell Impagliazzo;Avi Wigderson,131
Piotr Indyk,294
Piotr Indyk,233
Piotr Indyk,43
Piotr Indyk,39
Piotr Indyk,51
Piotr Indyk,103
David S. Johnson,16
Neil D. Jones,8
Joe Kilian,41
Joe Kilian,22
H. T. Kung,15
Dexter Kozen,94
Dexter Kozen,231
Dexter Kozen,271
David Maier,2
Michael Luby,1351
Michael Luby,88
Kurt Mehlhorn,57
Kurt Mehlhorn,89
Silvio Micali;Michael O. Rabin;Joe Kilian,95
Christos H. Papadimitriou,22
Christos H. Papadimitriou,93
Noam Nisan;Avi Wigderson,103
John Mylopoulos,18
Christos H. Papadimitriou;Jeffrey D. Ullman,103
Christos H. Papadimitriou;Mihalis Yannakakis,269
Amir Pnueli,3545
Michael O. Rabin,36
Michael O. Rabin,333
Prabhakar Raghavan,594
Amit Sahai,326
Sartaj Sahni,26
Ronald L. Rivest,233
Adi Shamir,408
Adi Shamir,659
Micha Sharir,142
Victor Shoup,149
Aravind Srinivasan,73
Aravind Srinivasan,84
Jacques Stern,59
Madhu Sudan,29
Madhu Sudan,23
Mikkel Thorup,164
Mikkel Thorup,25
Mikkel Thorup,72
Mikkel Thorup,27
Jeffrey D. Ullman,101
Moshe Y. Vardi,6
Moshe Y. Vardi,29
Moshe Y. Vardi,575
Pierre Wolper,712
Mihalis Yannakakis,45
Mihalis Yannakakis,10
Mihalis Yannakakis;Christos H. Papadimitriou;H. T. Kung,82
Dan Boneh,9
Uriel Feige,8
Ramesh Jain,0
Max J. Egenhofer,334
Dan Suciu,145
Kalyanmoy Deb;David E. Goldberg,318
David E. Goldberg;Kalyanmoy Deb,1628
Darrell Whitley,120
Riccardo Poli,28
Jan Chomicki,28
Georg Gottlob,7
Barry Smith,37
Barry Smith,39
Lothar Thiele,2
Gul Agha,1
Patrice Godefroid,26
Leslie Lamport,30
Leslie Lamport,0
Rosario Gennaro,2
Pierangela Samarati;Sabrina De Capitani di Vimercati,428
Robin Milner,34
Tobias Nipkow,50
Rajeev Alur,0
Philip Wadler,261
Philip Wadler,632
Kurt Keutzer,8
Jan M. Rabaey,52
Didier Dubois;Henri Prade,55
Eli Biham,25
Eli Biham,18
Eli Biham,196
Hugo Krawczyk,18
Bart Preneel,2
Bart Preneel,10
Bart Preneel,2
Ronald L. Rivest,894
Ronald L. Rivest,203
David Wagner,27
David Wagner,23
David Wagner,2
David Wagner,305
Adi Shamir,93
Eli Biham,12
Shun-ichi Amari,1
Rajeev Alur,0
Manuel Blum,17
E. Allen Emerson,4
Edmund M. Clarke,8064
Lance Fortnow,3
Russell Impagliazzo,3
Piotr Indyk,6
Sushil Jajodia,1
Dexter Kozen,9
Moni Naor,3
Tobias Nipkow,72
Christos H. Papadimitriou,6
S. Muthukrishnan,27
Amir Pnueli,50
Prabhakar Raghavan,14
Micha Sharir,7
V. S. Subrahmanian,1
Madhu Sudan,13
Moshe Y. Vardi,17
Avi Wigderson,0
Maurice Herlihy,5
Andrzej Pelc,3
Jim Gray,33
Barbara Liskov,2
Amir Pnueli,32
Joseph Sifakis,3
Won Kim,2
Hisao Ishibuchi,53
Erol Gelenbe,0
Didier Dubois;Henri Prade,11
Didier Dubois;Henri Prade,11
Teuvo Kohonen,2
Witold Pedrycz,1
Jack Dongarra,1
David Eppstein,20
David Eppstein,15
David Eppstein,8
David Eppstein;Michael T. Goodrich,39
David Eppstein,10
David Eppstein,5
Kalyanmoy Deb,13
Kalyanmoy Deb;Aravind Srinivasan,116
David E. Goldberg,42
Riccardo Poli,51
Risto Miikkulainen,13
Riccardo Poli,24
Kalyanmoy Deb,18
Riccardo Poli,0
David Harel,3
Carlo Ghezzi,4
Robin Milner,7
Azriel Rosenfeld,5
Azriel Rosenfeld,2
Thomas Eiter;Georg Gottlob;Heikki Mannila,2
Shafi Goldwasser,0
Frank Leymann,15
Thomas W. Reps,5
Pierangela Samarati,9
Pierangela Samarati,9
Max J. Egenhofer,364
Hanan Samet,3
David Eppstein;Michael T. Goodrich,33
Massoud Pedram,0
Bernd Hamann,189
Hugues Hoppe,4
Philip Wadler,37
Carl Gutwin,44
Demetri Terzopoulos,0
Mark Billinghurst,0
Dennis Gannon,1
Paul Dourish,84
Elisa Bertino,41
Michel Raynal,16
Peter Brusilovsky,4
Peter Brusilovsky,1
Ben Shneiderman,70
Donald E. Knuth,0
Christos H. Papadimitriou,0
John M. Carroll,280
John M. Carroll;Mary Beth Rosson,11
Jonathan Grudin,18
Jonathan Grudin,90
Robbert van Renesse,68
Mary Beth Rosson,45
Jie Wu,49
Ben Shneiderman,14
Imrich Chlamtac,0
William Gropp,46
Christos H. Papadimitriou,2
Dennis Gannon,1
Ken Kennedy,1
Vipin Kumar,3
David Corne,0
Witold Pedrycz,1
Barbara Liskov,78
Niklaus Wirth,33
David Harel,34
Niklaus Wirth,6
Raj Jain,0
Huan Liu,98
David B. Johnson,59
Babak Falsafi;David A. Wood,44
Babak Falsafi;David A. Wood,8
David A. Patterson,22
Anand Sivasubramaniam,6
Mark D. Hill,444
Mark D. Hill,1
Vivek Sarkar,1
Franco Zambonelli,0
Jack Dongarra,1
David Kotz,30
H. T. Kung,2
Klara Nahrstedt,12
Franco Zambonelli,18
Philip A. Bernstein,1
Michael Stonebraker,511
Michael J. Carey;David J. DeWitt;Jeffrey F. Naughton,1
Gerhard Weikum,15
Jim Gray,1
Jim Gray,3
Farnam Jahanian,17
James F. Allen,130
Gerard Salton;James Allan,76
Alex Pentland,17
Sharad Malik,3
Moshe Y. Vardi,56
David Harel,9
Thomas A. Henzinger,1
Thomas A. Henzinger;Zohar Manna;Amir Pnueli,48
Leslie Lamport,142
Amir Pnueli,3
Zohar Manna;Amir Pnueli,157
John A. Stankovic,1
William W. Cohen,3
Pattie Maes,9
Carl Kesselman,7
Boi Faltings,1
Frank van Harmelen,4
Tomaso Poggio,1
Pedro Domingos,2
Zohar Manna,89
Matthew Hennessy,0
Ben Shneiderman,20
Niklaus Wirth,0
Hermann Ney,7
Michal Irani,0
Edward A. Fox,2
Edward A. Fox,2
Edward A. Fox,1
Hsinchun Chen,4
Hsinchun Chen,0
Hsinchun Chen,2
Serge Abiteboul;Victor Vianu,2
Manuel Blum,35
Luca Cardelli,23
Luca Cardelli,52
Bernard Chazelle,1
Bernard Chazelle;Leonidas J. Guibas,27
Ivan Damgård;Birgit Pfitzmann,12
Cynthia Dwork,627
E. Allen Emerson;Edmund M. Clarke,397
David Eppstein;Zvi Galil,107
Ronald Fagin;Moshe Y. Vardi,143
Uriel Feige,17
Amos Fiat,0
Zvi Galil,14
Zvi Galil,116
Zvi Galil,69
Rosario Gennaro;Silvio Micali,24
Oded Goldreich,13
Oded Goldreich;Hugo Krawczyk,350
Oded Goldreich;Avi Wigderson,9
Jim Gray,80
Leonidas J. Guibas;Donald E. Knuth;Micha Sharir,408
David Harel,13
David Harel;Dexter Kozen,34
Matthew Hennessy,45
Matthew Hennessy,20
Matthew Hennessy;Robin Milner,307
Thomas A. Henzinger;Zohar Manna;Amir Pnueli,288
Tao Jiang;Ming Li,171
David S. Johnson,408
Neil D. Jones,29
Dexter Kozen,61
Dexter Kozen,2048
Zohar Manna;Amir Pnueli,96
Zohar Manna;Amir Pnueli,52
Zohar Manna;Amir Pnueli,232
Heikki Mannila,86
Yishay Mansour,67
Kurt Mehlhorn,6
Kurt Mehlhorn,26
Kurt Mehlhorn,58
Kurt Mehlhorn,29
Robin Milner,731
Moni Naor,17
Christos H. Papadimitriou;Mihalis Yannakakis,385
Noam Nisan,41
Judea Pearl,4
David Peleg,1
Christos H. Papadimitriou,990
Christos H. Papadimitriou,73
Amir Pnueli,244
Adi Shamir,28
Adi Shamir,284
Micha Sharir,2
Joseph Sifakis,4
Marc Snir,5
Marc Snir,5
Bernhard Steffen,42
Moshe Y. Vardi,6
Moshe Y. Vardi,272
Mikkel Thorup,50
Uzi Vishkin,32
Jeffrey D. Ullman,1
Avi Wigderson,0
Mihalis Yannakakis,27
Ivan Damgård,7
S. Muthukrishnan,16
Ran Canetti,2
Richard S. Sutton,25
Vladimir Vapnik,32
Michele Zorzi,11
Ken Kennedy,0
Robert K. Brayton,16
Krishnendu Chakrabarty,37
Srinivas Devadas;Kurt Keutzer,15
Srinivas Devadas;Kurt Keutzer;Sharad Malik,74
Niraj K. Jha,120
Sharad Malik,172
Miodrag Potkonjak;Jan M. Rabaey,144
Miodrag Potkonjak;Jan M. Rabaey,2
Miodrag Potkonjak;Jan M. Rabaey,17
Majid Sarrafzadeh,8
Lothar Thiele,1
Ben Shneiderman,18
Boi Faltings,45
Mario Gerla,25
Marco Ajmone Marsan;Mario Gerla,0
Imrich Chlamtac,0
Guohong Cao;Mukesh Singhal,35
Biswanath Mukherjee,0
Rajiv Gupta,2
Randy H. Katz,1
David A. Patterson,123
Krishnendu Chakrabarty,2
Jiawei Han,2
Michel Raynal,57
Mary Jean Harrold;Mary Lou Soffa,34
Jens Palsberg,37
John A. Stankovic,1
Ian Horrocks,40
Deborah L. McGuinness,99
Pascal Fua,41
Pascal Fua,70
Brian Curless;Marc Levoy,170
Michal Irani,140
Stefano Soatto;Pietro Perona,16
Bernt Schiele;Alex Pentland,49
Richard Szeliski,109
Zhengyou Zhang,95
Zhengyou Zhang,15
Zhengyou Zhang,46
Zhengyou Zhang,1369
Krithi Ramamritham,2
David Peleg,16
Steve Benford,1
Guohong Cao;Mukesh Singhal,43
Rachid Guerraoui;Michel Raynal,15
David B. Johnson,114
M. Frans Kaashoek;Andrew S. Tanenbaum,83
Baochun Li,65
Alex Pentland,1
Krithi Ramamritham,222
Krithi Ramamritham;John A. Stankovic,2
Robbert van Renesse;Andrew S. Tanenbaum,76
Mukesh Singhal,6
Mukesh Singhal,94
Jie Wu,1
Jie Wu,62
Jie Wu;Karl Aberer,18
Willy Zwaenepoel,7
M. Frans Kaashoek;Andrew S. Tanenbaum,336
Schahram Dustdar,5
Jie Wu,3
Michel Raynal,1
Ming Li;David Kotz,2
Gustavo Alonso;Fabio Casati,39
Rakesh Agrawal,180
Rakesh Agrawal;H. V. Jagadish,54
Elisa Bertino,68
Elisa Bertino,60
Surajit Chaudhuri;Gerhard Weikum,24
Diego Calvanese;Giuseppe De Giacomo;Maurizio Lenzerini;Moshe Y. Vardi,116
Diego Calvanese;Maurizio Lenzerini,65
Michael J. Carey,10
Surajit Chaudhuri,51
Jiawei Han,21
Jiawei Han,16
Jiawei Han,3
Ming-Syan Chen;Philip S. Yu,13
Jan Chomicki,78
W. Bruce Croft,286
Daniela Florescu,3
Daniela Florescu;Donald Kossmann,4
Hector Garcia-Molina,5
Johannes Gehrke,6
H. V. Jagadish,120
Ramesh Jain,22
Ramesh Jain,18
Sushil Jajodia,48
Maurizio Lenzerini,28
Heikki Mannila;Padhraic Smyth,7
Yannis Papakonstantinou;Hector Garcia-Molina;Jeffrey D. Ullman,242
Yannis Papakonstantinou;Hector Garcia-Molina;Jennifer Widom,1068
Sunita Sarawagi;Michael Stonebraker,244
Divesh Srivastava,4
Michael Stonebraker,1
Michael Stonebraker,264
Michael Stonebraker,64
Michael Stonebraker,0
Rudi Studer,12
Haixun Wang;Carlo Zaniolo,33
Haixun Wang;Carlo Zaniolo,26
Haixun Wang;Carlo Zaniolo,1
Gerhard Weikum,43
Raghu Ramakrishnan,9
Samuel Madden;Johannes Gehrke,1
Raghu Ramakrishnan,2
Haixun Wang;Philip S. Yu,12
Raghu Ramakrishnan,15
Serge Abiteboul,179
Serge Abiteboul,1113
Serge Abiteboul;Victor Vianu,129
Serge Abiteboul;Moshe Y. Vardi;Victor Vianu,21
Ronald Fagin,108
Diego Calvanese;Giuseppe De Giacomo;Maurizio Lenzerini;Moshe Y. Vardi,45
Diego Calvanese;Giuseppe De Giacomo;Moshe Y. Vardi,26
Tomasz Imielinski,5
Yannis Papakonstantinou;Victor Vianu,76
Maurizio Lenzerini,13
Dan Suciu,15
Dan Suciu;Limsoon Wong,32
Heikki Mannila,242
Jeffrey D. Ullman,167
Moshe Y. Vardi,9
Ke Wang,4
Gerhard Weikum,4
Jan Chomicki,136
Cynthia Dwork,19
Victor Vianu,14
Wolfgang Banzhaf,13
Dipankar Dasgupta,32
Zbigniew Michalewicz,31
Bernhard Steffen,2
Anil K. Jain,55
Erol Gelenbe,1
Lionel M. Ni,0
Jeff Offutt,2
Robert Harper,1
Luc Moreau,31
Luc Moreau,17
Philip Wadler,114
Philip Wadler,103
Limsoon Wong,19
Frank Pfenning,1
Frank Pfenning,0
David E. Goldberg,78
David E. Goldberg,509
David E. Goldberg,113
Wolfgang Banzhaf,66
Kalyanmoy Deb;David E. Goldberg,897
Zbigniew Michalewicz,344
Riccardo Poli,103
Nicholas Ayache,1
Shih-Fu Chang,14
Anil K. Jain,60
Ramesh Jain,20
Stephen Grossberg,4
Jitendra Malik,2
Hanan Samet,19
Ming Li,1
Sushil Jajodia,0
Shih-Fu Chang,137
Dorin Comaniciu,29
Ron Kimmel,3
Wei-Ying Ma;B. S. Manjunath,643
Miodrag Potkonjak;Anantha Chandrakasan,4
Yong Rui;Thomas S. Huang;Sharad Mehrotra,767
Eero P. Simoncelli,161
John R. Smith;Shih-Fu Chang,390
John R. Smith;Shih-Fu Chang,12
Stefano Soatto;Pietro Perona,10
Stefano Soatto;Pietro Perona,15
Richard Szeliski,16
Michael Unser,30
Wei-Ying Ma;B. S. Manjunath,148
Ming-Hsuan Yang,46
Amit Sahai,7
Sabrina De Capitani di Vimercati;Pierangela Samarati,2
Serge Abiteboul,2
Monica S. Lam,0
Stefan Decker,1
Thomas Eiter;Georg Gottlob,2
David Harel,2
Pascal Van Hentenryck,54
Pascal Van Hentenryck,50
Rajiv Gupta,10
Ian Horrocks,48
Vladimir Lifschitz,4
Vladimir Lifschitz,268
Dale Miller,112
Dale Miller,209
Dale Miller,82
Dale Miller,0
Judea Pearl,1
Fernando C. N. Pereira,44
Frank Pfenning,126
Raymond Reiter,130
Raghu Ramakrishnan,263
Raghu Ramakrishnan;Divesh Srivastava;S. Sudarshan,64
V. S. Subrahmanian,13
V. S. Subrahmanian,9
V. S. Subrahmanian;Carlo Zaniolo,82
Carlo Zaniolo,53
Justin Zobel,81
Vladimir Lifschitz,28
Thomas Eiter,10
Thomas Eiter,0
Joseph Y. Halpern,0
Tuomas Sandholm,100
Michael Wooldridge,80
Michael Wooldridge,44
Michael Wooldridge,87
Milind Tambe,54
Baochun Li,2
Baochun Li;Klara Nahrstedt,38
Schahram Dustdar,3
Yong Rui;Thomas S. Huang;Sharad Mehrotra,176
Xing Xie;Wei-Ying Ma;HongJiang Zhang,7
Anil K. Jain,5
Alex Pentland,200
Avrim Blum,201
William W. Cohen,25
William W. Cohen,47
William W. Cohen,13
William W. Cohen,62
William W. Cohen,21
William W. Cohen,2464
William W. Cohen,119
Pedro Domingos,77
Pedro Domingos,101
Pedro Domingos,34
Charles Elkan,291
Charles Elkan,76
Eleazar Eskin,304
Oren Etzioni,21
Oren Etzioni,15
Yoav Freund;Robert E. Schapire,5140
Nir Friedman,363
Thorsten Joachims,395
Thorsten Joachims,381
Thorsten Joachims,369
Thorsten Joachims,1129
Thorsten Joachims,1634
Michael I. Jordan,44
Heikki Mannila,0
Yishay Mansour,7
Andrew Y. Ng,72
Michael L. Littman,283
Michael L. Littman,1075
Andrew Y. Ng,102
Andrew Y. Ng;Michael I. Jordan,16
Sunita Sarawagi,15
Robert E. Schapire,251
Robert E. Schapire;Manfred K. Warmuth,25
Peter Stone,31
Peter Stone;Richard S. Sutton,179
Vladimir Vapnik,0
Manfred K. Warmuth,13
Wei Wang;Zhi-Hua Zhou,29
Xin Yao,8
Robert Morris,204
Erol Gelenbe,2
Randy H. Katz,13
Erol Gelenbe,1
Erkki Oja,6
Erkki Oja,0
Dharma P. Agrawal,0
Guohong Cao;Mukesh Singhal,63
Jack Dongarra,3
Rajiv Gupta,18
George Karypis;Vipin Kumar,50
Kai Li,477
Charles E. Leiserson,833
Margaret Martonosi;Anoop Gupta,29
Lionel M. Ni,24
Jie Wu,8
Jie Wu,4
Jie Wu,4
Jie Wu,10
Jie Wu,14
Dennis Gannon,5
Dharma P. Agrawal,0
Hermann Ney,7
Alex Pentland,10
Bernt Schiele,14
Ming-Hsuan Yang,9
Martial Hebert,105
Martial Hebert,12
Sebastian Thrun,40
Sebastian Thrun,114
Sebastian Thrun;Wolfram Burgard;Dieter Fox,625
Sebastian Thrun;Dieter Fox;Wolfram Burgard,84
Ming Li;Russell H. Taylor,37
Ming Li;Russell H. Taylor,3
Andrew Blake,0
Jack Dongarra,155
Ken Kennedy,52
Jie Wu,16
H. T. Kung,6
Sartaj Sahni,2
Vivek Sarkar,69
Vivek Sarkar,22
Josep Domingo-Ferrer,77
Gregory D. Abowd,218
Philip A. Bernstein,137
Luca Cardelli,7
David Garlan,369
David Garlan,12
Erol Gelenbe,29
Mary Jean Harrold,334
Jeff Kramer,51
Jeff Kramer,19
Gian Pietro Picco,28
Mahadev Satyanarayanan,13
Douglas C. Schmidt,1
Gregg Rothermel;Mary Jean Harrold,53
Mary Shaw,137
Mary Shaw,6
Mary Shaw,229
Michael Stonebraker,1
Rudi Studer,6
Daniel Thalmann,7
Niklaus Wirth,97
Rajiv Gupta;Mary Lou Soffa,18
Rajiv Gupta;Mary Lou Soffa,3
