ingredients,rating
"ice-cubes,orange-flavored-brandy,gin,orange-juice,lemon",20
"ice-cubes,applejack,almond-liqueur,lemon-juice,lemon",52
"ice-cubes,rye-whiskey,peach-brandy,caperitif",23
"ice-cubes,scotch-whisky,vermouth-sweet,bitters,maraschino-berry",49
"ice-cubes,absolut-vodka,pineapple-juice,campari,raspberry-liqueur",48
"crushed-ice,ginger-beer,lime-juice,bitters,lime",50
"absolut-vodka,blueberry-syrup,champagne",47
"ice-cubes,scotch-whisky,dubonnet,triple-sec,bitters,lemon-juice,orange-juice",20
"ice-cubes,cognac,dry-vermouth,grenadine,creme-de-menthe-white,port-red",40
"ice-cubes,rye-whiskey,anisette,orange-bitters,bitters,pastis",52
"ice-cubes,swedish-punsch,soda-water,bitters",34
"ice-cubes,dry-vermouth,scotch-whisky,bitters,pastis",10
"ice-cubes,apricot-brandy,dry-vermouth,gin,lemon-juice",30
"ice-cubes,absolut-vodka,dry-vermouth,cherry-liqueur,banana-liqueur,campari,lemon,orange",16
"ice-cubes,cognac,pineapple-juice,bitters,maraschino-liqueur",22
"crushed-ice,grenadine,orange-juice,champagne,orange,star-anise",36
"ice-cubes,gin,lemon-juice,cream,egg-white,orange-flower-water,simple-syrup,soda-water",51
"ice-cubes,gin,orange-flavored-brandy,orange-juice,lemon,maraschino-berry",22
"ice-cubes,port-red,egg-yolk,bitters,simple-syrup,triple-sec",20
"ice-cubes,gin,almond-liqueur,lemon-juice,egg-white",44
"ice-cubes,scotch-whisky,orange-juice,ginger-ale",23
"crushed-ice,absolut-vodka,chocolate-liqueur,lime-juice,lime",33
"ice-cubes,cognac,soda-water,maraschino-berry,orange",20
"cognac,runny-honey,cloves,cinnamon,boiling-water",40
"ice-cubes,bourbon-peach-flavored,grapefruit-juice",42
"crushed-ice,cranberry-juice,grapefruit-juice,lime",50
"ice-cubes,gin,orange-flavored-brandy,green-chartreuse,vermouth-sweet,maraschino-berry",33
"absolut-vodka,melon-liqueur,strawberry-liqueur",16
"crushed-ice,lime-juice,agave-nectar,peach,lime",50
"ice-cubes,light-rum,gin,apricot-brandy,pineapple-juice,maraschino-berry",24
"ice-cubes,gin,lime-juice,egg-white,grenadine,pastis",20
"ice-cubes,absolut-vodka,white-chocolate-liqueur,creme-de-menthe-white,chocolate",66
"absolut-vodka,coffee,red-wine,simple-syrup",20
"ice-cubes,light-rum,pineapple-juice",14
"ice-cubes,pineapple-juice,guava-juice,orange-juice,lime-juice,lime,pineapple",50
"ice-cubes,scotch-whisky,peach-brandy,white-cacao-liqueur",14
"ice-cubes,orange-flavored-brandy,grenadine,lemon-juice",40
"ice-cubes,dark-rum-aged,grenadine,lemon-juice,orange-juice",40
"crushed-ice,ice-tea,lemonade,lemon",50
"ice-cubes,dry-vermouth,light-rum,orange-curacao",13
"ice-cubes,gin,sherry,cherry",13
"ice-cubes,cognac,vermouth-sweet,benedictine-dom",22
"ice-cubes,gin,orange-curacao,lemon-juice,lemon,maraschino-berry",30
"ice-cubes,gin,apricot-brandy,grenadine,maraschino-berry",20
"ice-cubes,port-red,lemon-juice,simple-syrup,lime-juice,maraschino-liqueur,orange-curacao,peach-bitters,lemon",44
"ice-cubes,gin,cherry-brandy,kummel,maraschino-berry",43
"ice-cubes,absolut-vodka,lime-juice,simple-syrup,mint-leaf",30
"crushed-ice,orange-juice,pineapple-juice,lemon-juice,pomegranate-juice,soda-water,bitters,lemon",50
"ice-cubes,dry-vermouth,scotch-whisky,benedictine-dom",11
"ice-cubes,genever,orange-juice,triple-sec,orange-bitters",22
"ice-cubes,dark-rum-of-jamaican-type,dry-vermouth,lime-juice,raspberry-juice",20
"ice-cubes,absolut-vodka,white-cacao-liqueur,lemon-juice,grenadine",30
"crushed-ice,orange-juice,bitter-lemon,lemon,orange",50
"ice-cubes,absolut-citron,cola,lemon",50
"ice-cubes,dry-vermouth,sherry,anisette,bitters",20
"crushed-ice,pomegranate-juice,soda-water,lemon",50
"ice-cubes,scotch-whisky,orange-juice,whisky-honey-liqueur-drambuie",23
"ice-cubes,absolut-citron,absolut-kurant,orange-juice",12
"ice-cubes,absolut-vodka,apple-juice-fresh-pressed,vanilla-liqueur,apple",30
"ice-cubes,absolut-citron,triple-sec,cranberry-juice,lime",45
"ice-cubes,cognac,dry-vermouth,grenadine,bitter",20
"ice-cubes,apricot-brandy,gin,dubonnet,maraschino-berry",12
"ice-cubes,absolut-vodka,tea-hot,peach-nectar,lemon-juice,simple-syrup,peach",50
"crushed-ice,cranberry-juice,ginger-ale,lime",50
"crushed-ice,grapefruit-juice,tonic-water,grapefruit",50
"ice-cubes,gin,cherry-brandy,grenadine,lemon-juice,mint-leaf",32
"ice-cubes,cognac,peach-liqueur,campari,cherry-brandy",33
"green-chartreuse,maraschino-liqueur,raspberry-liqueur,yellow-chartreuse",10
"ice-cubes,apricot-brandy,rye-whiskey,bitters,orange-curacao,maraschino-berry",40
"ice-cubes,crushed-ice,gin,pineapple-juice,orange-curacao,pineapple",33
"ice-cubes,rye-whiskey,pastis",12
"ice-cubes,cognac,triple-sec,bitters",41
"crushed-ice,soda-water,lemon-juice,simple-syrup,lemon",50
"ice-cubes,absolut-cherrykran,orange-juice",20
"ice-cubes,apricot-brandy,scotch-whisky,st-raphael,lemon-juice,orange-juice",20
"ice-cubes,gin,pineapple-juice,ginger-ale,pineapple",22
"ice-cubes,cognac,pastis,yellow-chartreuse",14
"ice-cubes,light-rum,apricot-brandy,lime-juice,orange-juice,grenadine,orange",43
"ice-cubes,aged-rum-of-cuban-type,lemon-juice,lime-juice,pineapple-juice,maraschino-liqueur,orange",30
"ice-cubes,cognac,banana-liqueur,lemon-juice,orange-juice",21
"ice-cubes,crushed-ice,gin,triple-sec,lime-juice,champagne",22
"ice-cubes,scotch-whisky,dry-vermouth,kummel,orange-bitters",20
"ice-cubes,crushed-ice,cognac,orange-flavored-brandy,blackberry-liqueur,lemon-juice,blackberry",30
"ice-cubes,aged-rum-of-cuban-type,ginger-beer,orange-curacao,bitters,lime-juice,lime,orange",85
"ice-cubes,gin,green-chartreuse,vermouth-sweet,bitters",22
"crushed-ice,aged-rum-of-cuban-type,vanilla-ice-cream,coffee",34
"ice-cubes,brandy,vermouth-sweet,williams-pear-liqueur,pear",15
"ice-cubes,absolut-vodka,cherry-brandy,vermouth-sweet,orange",50
"crushed-ice,apple-juice,ginger-ale,apple",50
"ice-cubes,absolut-vodka,orange-juice,cherry-brandy",22
"ice-cubes,gin,benedictine-dom,maraschino-liqueur,campari,lemon,maraschino-berry",33
"ice-cubes,absolut-citron,melon-liqueur,bitter-lemon,lime",45
"crushed-ice,cognac,creme-de-menthe-white",43
"ice-cubes,cognac,vermouth-sweet,bitters,pastis,lemon,maraschino-berry",17
"ice-cubes,cognac,calvados,lemon-juice,triple-sec",52
"ice-cubes,apricot-brandy,gin,calvados",33
"ice-cubes,cognac,banana-liqueur,lime-juice",30
"ice-cubes,apricot-brandy,gin,calvados,lemon-juice",50
"ice-cubes,absolut-vodka,green-chartreuse,lime-cordial",10
"ice-cubes,rye-whiskey,anisette,absinthe,bitters,pineapple",20
"cranberry-juice,vermouth-sweet,simple-syrup,champagne,cranberry",30
"benedictine-dom,cream-liqueur",12
"benedictine-dom,cream",11
"cream,hazelnut-liqueur",16
"ice-cubes,gin,orange-curacao,campari",12
"cream,dark-cacao-liqueur,maraschino-berry",10
"ice-cubes,light-rum,dry-vermouth,simple-syrup,vermouth-sweet,white-wine,lemon-juice,orange",23
"ice-cubes,absolut-vodka,cranberry-juice,lime",50
"cream,maraschino-liqueur,maraschino-berry",10
"ice-cubes,cognac,lemon-juice,triple-sec,pastis,lemon,maraschino-berry",41
"cognac,dark-cacao-liqueur,cream",50
"blackberry-liqueur,champagne,pineapple",46
"cognac,simple-syrup,ale",21
"ice-cubes,gin,almond-liqueur,lime-juice",30
"crushed-ice,aged-rum-of-cuban-type,light-rum,absolut-vodka,orange-flavored-brandy,lime-juice,pear",20
"ice-cubes,cognac,anisette,egg-yolk,orange-curacao",41
"absolut-vodka,soda-water,lemon",45
"ice-cubes,dry-vermouth,orange-flavored-brandy,gin",20
"ice-cubes,cognac,gin,dry-vermouth,peach-nectar,vermouth-sweet",23
"ice-cubes,gin,dry-vermouth,anisette,orange-bitters",30
"ice-cubes,scotch-whisky,dry-vermouth,gin,orange-curacao",10
"ice-cubes,absolut-vanilia,white-chocolate-liqueur",46
"ice-cubes,absolut-vodka,simple-syrup,melon",67
"ice-cubes,cognac,cherry-liqueur,lemon",15
"ice-cubes,gin,sherry,bitters",20
"ice-cubes,gin,orange-juice,peach-liqueur",20
"ice-cubes,cognac,creme-de-menthe-white,vermouth-sweet",10
"ice-cubes,light-rum,orange-juice,mandarines-liqueur,pineapple-juice,banana-liqueur",30
"ice-cubes,absolut-vodka,dry-vermouth,campari",40
"ice-cubes,light-rum,egg-yolk,orange-curacao",45
"ice-cubes,blackberry-liqueur,swedish-punsch,triple-sec",20
"ice-cubes,absolut-vodka,dry-vermouth,cherry-liqueur,banana-liqueur,bitters,orange",26
"ice-cubes,absolut-kurant,dry-vermouth,vermouth-sweet,lemon",16
"ice-cubes,absolut-mandrin,cranberry-juice,grapefruit-juice,lime",67
"ice-cubes,cream,galliano,white-cacao-liqueur",30
"ice-cubes,gin,cherry-brandy",20
"ice-cubes,gin,dubonnet,cherry-brandy,orange-juice",12
"ice-cubes,apricot-brandy,calvados,lemon-juice,simple-syrup,egg-white,soda-water,apple",44
"ice-cubes,dry-vermouth,gin,cherry-brandy,maraschino-liqueur,orange",16
"ice-cubes,gin,vermouth-sweet,grenadine,triple-sec,maraschino-berry",10
"ice-cubes,gin,dry-vermouth,vermouth-sweet,orange-curacao,orange-juice",11
"ice-cubes,cognac,dry-vermouth,vermouth-sweet,bitters,orange",33
"gin,lime-juice,orange-curacao,orange",30
"ice-cubes,gin,pineapple-juice,black-raspberry-liqueur,triple-sec,orange",51
"ice-cubes,absolut-vodka,lemon-juice,elderflower-cordial,simple-syrup,peach-bitters,lemon",50
"ice-cubes,absolut-vodka,apple-liqueur,melon-liqueur,kiwi,lime",12
"ice-cubes,scotch-whisky,lemon-juice,simple-syrup,triple-sec,soda-water,lemon",20
"ice-cubes,dry-vermouth,gin,orange",33
"ice-cubes,light-rum,cherry-liqueur,triple-sec,lemon-juice,maraschino-berry",27
"ice-cubes,dry-vermouth,gin,orange-juice,pastis",20
"ice-cubes,absolut-vodka,apple-juice-fresh-pressed,lime-juice,simple-syrup",50
"ice-cubes,absolut-vodka,apple-juice-fresh-pressed,boiling-water,honey,lemon-juice,soda-water,lemon",50
"ice-cubes,gin,calvados,grenadine,pastis",22
"ice-cubes,aged-rum-of-cuban-type,lime-juice,simple-syrup,triple-sec",30
"ice-cubes,gin,dry-vermouth,egg-yolk,orange-juice,vermouth-sweet",40
"ice-cubes,gin,orange-juice,peach-liqueur,amaretto",30
"ice-cubes,cognac,calvados,grenadine,lemon-juice",30
"ice-cubes,absolut-vodka,cream,raspberry-liqueur,grenadine",50
"ice-cubes,bison-grass-flavored-vodka,apple-juice-fresh-pressed,cinnamon",62
"cognac,swedish-punsch",40
"ice-cubes,gin,egg-yolk,grenadine,lemon-juice",50
"ice-cubes,crushed-ice,absolut-kurant,blueberry-liqueur,lime-juice,blackberry,raspberry,blueberry",43
"ice-cubes,absolut-wild-tea,peach-puree,peach-liqueur,lemon-juice,simple-syrup,mint-leaf",50
"ice-cubes,apricot-brandy,gin,orange-juice,maraschino-berry,orange",34
"ice-cubes,gin,orange-flavored-brandy,vermouth-sweet,lemon-juice",22
"ice-cubes,scotch-whisky,sherry,whisky-honey-liqueur-drambuie",30
"ice-cubes,gin,egg-yolk,lemon-juice,simple-syrup,soda-water",40
"ice-cubes,orange-juice,tonic-water,orange",50
"ice-cubes,gin,peach-bitters,mint-leaf,peach",30
"ice-cubes,gin,orange-juice,vermouth-sweet,soda-water,lemon,orange",30
"ice-cubes,dry-vermouth,gin,lime-juice,pastis",20
"ice-cubes,orange-curacao,white-wine,champagne,pineapple,strawberry",43
"ice-cubes,rye-whiskey,dry-vermouth,dubonnet,bitters,maraschino-berry",20
"ice-cubes,scotch-whisky,sherry",38
"dry-vermouth,gin,creme-de-menthe-white,pastis",20
"ice-cubes,calvados",50
"ice-cubes,scotch-whisky,ice-tea,simple-syrup,grape-juice,lemon-juice",34
"ice-cubes,gin,sherry,orange-juice,maraschino-berry",20
"crushed-ice,pineapple-juice,soda-water,lemon-juice,ground-black-pepper,lemon,pineapple",50
"port-red,triple-sec,lemon",14
"ice-cubes,absolut-vodka,cherry-liqueur,orange-juice,grenadine,lemon-juice,maraschino-berry",25
"ice-cubes,gin,triple-sec,white-cacao-liqueur,orange-juice",20
"crushed-ice,bison-grass-flavored-vodka,apple-juice-fresh-pressed,soda-water,carambola,grape",40
"ice-cubes,absolut-wild-tea,ginger-ale,lime-juice,lime",50
"ice-cubes,orange-flavored-brandy,triple-sec,lemon-juice,champagne,lemon",20
"ice-cubes,rye-whiskey,dubonnet,orange-curacao,pastis,lemon,orange",12
"ice-cubes,tonic-water,pomegranate-juice,lime-juice,bitters,lime",50
"ice-cubes,absolut-vodka,cream,galliano,lime-juice",17
"ice-cubes,cognac,orange-flavored-brandy,lemon-juice",40
"ice-cubes,scotch-whisky,whisky-honey-liqueur-drambuie,lemon-juice,bitters,creme-de-menthe-white",10
"ice-cubes,gin,dark-cacao-liqueur,vermouth-sweet,egg-white",10
"ice-cubes,apricot-brandy,cream,egg-white",33
"ice-cubes,gin,orange-juice,cherry-brandy,ginger-ale",20
"ice-cubes,gin,green-mint-liqueur,lemon-juice,ginger-ale",30
"ice-cubes,gin,orange-flavored-brandy,lime-juice",33
"ice-cubes,absolut-vodka,whisky-honey-liqueur-drambuie,campari",40
"ice-cubes,grapefruit-juice,triple-sec,williams-pear-liqueur,champagne",42
"ice-cubes,rye-whiskey,dubonnet,triple-sec,bitters,orange",30
"ice-cubes,canadian-whisky,dry-vermouth,cordial-medoc",24
"absolut-vanilia,apple,acerola",20
"ice-cubes,light-rum,sherry,whisky-honey-liqueur-drambuie",10
"ice-cubes,rye-whiskey,lemon-juice,maraschino-liqueur",50
"ice-cubes,gin,dubonnet",23
"ice-cubes,aged-rum-of-haitian-type,overproof-rum,rye-whiskey,lime-juice,simple-syrup",20
"ice-cubes,gin,swedish-punsch",10
"ice-cubes,gin,calvados,grenadine,lemon-juice",32
"ice-cubes,gin,anisette,vermouth-sweet,simple-syrup",10
"ice-cubes,dry-vermouth,scotch-whisky,lemon-juice",11
"gin,dry-vermouth,creme-de-menthe-white,orange-curacao",22
"ice-cubes,absolut-vodka,melon-liqueur,black-raspberry-liqueur,pineapple-juice",34
"ice-cubes,water,lemon-juice,agave-nectar,cucumber,rosemary",50
"barack-palinka,beer",20
"ice-cubes,absolut-vodka,cranberry-juice,orange-juice,orange",56
"cream,calvados",12
"ice-cubes,dry-vermouth,orange-bitters",10
"barack-palinka,stout-beer",10
"ice-cubes,applejack,apple-juice-fresh-pressed,lemon-juice,maple-syrup,lemon",35
"ice-cubes,rye-whiskey,dry-vermouth,grapefruit-juice,maraschino-berry",50
"ice-cubes,aquavit,cognac,dark-cacao-liqueur",21
"ice-cubes,cognac,light-rum,orange-flavored-brandy,grapefruit-juice,maraschino-berry",17
"ice-cubes,gin,calvados,grenadine,lemon-juice,lemon",20
"ice-cubes,calvados,triple-sec,lemon-juice",57
"ice-cubes,ginger-beer,simple-syrup,lime-juice,blueberry,lime",50
"amaretto,banana-liqueur,cream-liqueur",10
"ice-cubes,calvados,dubonnet,lemon",26
"ice-cubes,gin,orange-curacao,whisky-honey-liqueur-drambuie,lemon-juice",34
"ice-cubes,absolut-vodka,orange-juice,orange",20
"ice-cubes,cognac,orange-flavored-brandy,calvados,lemon,orange",22
"ice-cubes,absolut-citron,passionfruit-pure,triple-sec,white-cranberry-juice,lime-juice,simple-syrup,blue-curacao,carambola",53
"ice-cubes,absolut-vodka,whisky-honey-liqueur-drambuie,cream-liqueur",10
"ice-cubes,absolut-vodka,dry-vermouth,vermouth-sweet,bitters",40
"ice-cubes,lime-juice,soda-water,simple-syrup,bitters,lime",50
"ice-cubes,scotch-whisky,lemon-juice,triple-sec,maraschino-berry",15
"ice-cubes,absolut-vodka,orange-bitters,simple-syrup,mint-leaf",33
"ice-cubes,tequila,port-red,bitters,lime-juice",20
"ice-cubes,applejack,lemon-juice,simple-syrup,lemon",36
"ice-cubes,dry-vermouth,scotch-whisky,grapefruit-juice,lemon",30
"ice-cubes,gin,egg-liqueur,orange-juice,egg-white,simple-syrup",50
"ice-cubes,absolut-peppar,dry-vermouth",37
"ice-cubes,scotch-whisky,triple-sec,champagne,maraschino-berry",12
"ice-cubes,cognac,orange-flavored-brandy,coconut-liqueur,lemon-juice,pineapple-juice",32
"ice-cubes,gin,calvados,vermouth-sweet,grenadine,lemon-juice,apple,maraschino-berry",23
"ice-cubes,dark-rum-of-jamaican-type,guava-juice,cream,lime-juice,simple-syrup",42
"ice-cubes,light-rum,orange-flavored-brandy,lime-juice,simple-syrup,orange",30
"ice-cubes,absolut-vodka,orange-juice,orange",20
"ice-cubes,scotch-whisky,benedictine-dom,ginger-ale",32
"ice-cubes,gin,lemon-juice",1
"ice-cubes,aged-rum-of-cuban-type,apricot-brandy,lime-juice,grenadine,lime",30
"ice-cubes,absolut-citron,honeydew-melon",50
"ice-cubes,gin,vanilla-liqueur,lemon-juice",20
"ice-cubes,whisky-honey-liqueur-drambuie,hot-sauce",12
"ice-cubes,cognac,light-rum,orange-juice,orange-curacao",40
"ice-cubes,gin,apricot-brandy,lime-cordial,orange",20
"ice-cubes,cognac,cordial-medoc,vermouth-sweet,bitters,champagne,maraschino-berry,orange",35
"ice-cubes,gin,calvados,grenadine",13
"ice-cubes,gin,grapefruit-juice,swedish-punsch",20
"ice-cubes,soda-water,elderflower-cordial,lemon-juice,lemon",50
"ice-cubes,dry-vermouth,port-red,lemon-juice",11
"ice-cubes,absolut-vodka,dry-vermouth,grenadine",10
"ice-cubes,absolut-orient-apple,cream,hazelnut-liqueur",33
"bison-grass-flavored-vodka,apple-juice-fresh-pressed,cranberry-juice",33
"ice-cubes,lemon-juice,raspberry-juice,egg-white,soda-water",51
"ice-cubes,scotch-whisky,cream,tomato-juice,hot-sauce,green-olive",6
"ice-cubes,gin,orange-bitters,cider",20
"crushed-ice,absolut-peppar,strawberry-juice,strawberry",34
"ice-cubes,gin,green-chartreuse,lime-juice,maraschino-liqueur",10
"ice-cubes,aged-rum-of-cuban-type,vermouth-sweet,maraschino-berry",10
"ice-cubes,absolut-vanilia,ginger-ale,apple-juice,apple,straw",32
"ice-cubes,gin,orange-juice,campari,triple-sec,vermouth-sweet,orange",51
"absolut-vanilia,apple-juice-hot,runny-honey,apple,cinnamon-cane",50
"crushed-ice,absolut-vodka,petals-edible,honey,lemon-juice,soda-water",50
"ice-cubes,light-rum,dubonnet,bitters",30
"ice-cubes,cola,grenadine,lemon,cherry",50
"ice-cubes,mango-juice,green-tea,mint-leaf,mango",50
"ice-cubes,dark-rum-aged,pastis,pineapple",10
"ice-cubes,rye-whiskey,dry-vermouth,bitters,maraschino-liqueur,pastis",20
"ice-cubes,scotch-whisky,ginger-ale,lime",50
"ice-cubes,absolut-vanilia,lime-juice,simple-syrup,lemon",49
"ice-cubes,gin,apricot-brandy,pineapple-juice",45
"ice-cubes,cognac,benedictine-dom,bitters,simple-syrup",38
"ice-cubes,absolut-vodka,pineapple-juice,black-currant-liqueur",40
"ice-cubes,dry-vermouth,rye-whiskey,campari",18
"ice-cubes,scotch-whisky,orange-bitters,amaretto,simple-syrup,orange",50
"ice-cubes,absolut-mandrin,kiwi-puree,prosecco",47
"ice-cubes,gin,dubonnet,williams-pear-liqueur",20
"ice-cubes,gin,apricot-brandy,grenadine,lemon-juice",40
"crushed-ice,absolut-vodka,lime-juice,simple-syrup,kiwi",50
"ice-cubes,scotch-whisky,absolut-orient-apple,apple-juice-fresh-pressed,lime-juice,benedictine-dom,cinnamon,apple",50
"ice-cubes,cognac,dark-cacao-liqueur,cream,egg-yolk,simple-syrup",40
"ice-cubes,gin,apple-juice-fresh-pressed,lime-juice,simple-syrup,basil,raspberry,strawberry",43
"ice-cubes,absolut-vodka,kiwi",40
"ice-cubes,absolut-citron,triple-sec,cranberry-juice,lime,straw",30
"ice-cubes,gin,calvados,grenadine",32
"ice-cubes,light-rum,gin,triple-sec,lemon",10
"ice-cubes,gin,lemon-juice,lime-and-lemongrass-cordial,triple-sec",49
"ice-cubes,absolut-kurant,apple-juice,soda-water,blackberry-liqueur,lime",32
"ice-cubes,apricot-brandy,orange-flavored-brandy,lemon,maraschino-berry",26
"absolut-kurant,champagne",22
"ice-cubes,gin,black-currant-liqueur,port-red,lemon-juice",34
"scotch-whisky,boiling-water,brown-sugar,lemon",50
"ice-cubes,gin,blackberry-liqueur,egg-white,lime-juice,simple-syrup,blackberry",30
"ice-cubes,absolut-100,ginger-ale,lime",43
"ice-cubes,gin,orange-flavored-brandy,vermouth-sweet,lemon-juice,lemon",30
"ice-cubes,light-rum,gin,cherry-liqueur,orange-juice",10
"ice-cubes,absolut-vodka,bourbon-peach-flavored,lime-juice",50
"crushed-ice,gin,triple-sec,champagne",21
"ice-cubes,gin,campari,lemon-juice,simple-syrup",20
"ice-cubes,absolut-kurant,apple-juice,lime-juice,simple-syrup,apple",23
"ice-cubes,scotch-whisky,lemon-juice,orange-curacao,lemon,orange",10
"ice-cubes,absolut-100,cranberry-juice,grapefruit-juice",50
"ice-cubes,aged-rum-of-cuban-type,white-cacao-liqueur,cream,nutmeg",51
"ice-cubes,green-tea,lemon-juice,simple-syrup,vermouth-sweet,flowers-edible",50
"ice-cubes,absolut-vodka,dark-rum-of-jamaican-type,lime-juice,grenadine",10
"crushed-ice,cognac,lemon-juice,simple-syrup,kiwi",43
"ice-cubes,absolut-vodka,apricot-brandy,cherry-brandy",20
"crushed-ice,aged-rum-of-cuban-type,grenadine,maraschino-liqueur,lime,maraschino-berry,orange",45
"ice-cubes,gin,grape-juice,swedish-punsch",20
"crushed-ice,gin,champagne,triple-sec",21
"ice-cubes,absolut-vodka",50
"ice-cubes,aged-rum-of-cuban-type,soda-water,lemon-juice,simple-syrup,lemon",49
"ice-cubes,orange-flavored-brandy,orange-juice,champagne",55
"ice-cubes,aged-rum-of-haitian-type,cherry-brandy,lime-juice",15
"ice-cubes,crushed-ice,absolut-vanilia,lemon-juice,cinnamon-syrup,pineapple-juice,lemon,acerola",40
"ice-cubes,gin,calvados,grenadine,lemon-juice,swedish-punsch",20
"absolut-vodka,goldschlager-liqueur,champagne",30
"ice-cubes,apricot-brandy,gin,lemon-juice,bitters,grenadine,lemon",31
"ice-cubes,absolut-kurant,chocolate-liqueur,maraschino-berry",33
"ice-cubes,gin,apricot-brandy,dry-vermouth,grenadine,lemon-juice",20
"ice-cubes,absolut-kurant,bitter-lemon,lime",40
"ice-cubes,apricot-brandy,lemon-juice,soda-water,lemon",35
"ice-cubes,orange-liqueur,cherry-liqueur,champagne,strawberry",40
"ice-cubes,vanilla-rum,banana-liqueur,vanilla",16
"ice-cubes,absolut-vodka,white-wine,elderflower-cordial,lemon-juice,soda-water,red-currant",50
